CSV,Berlin,Hamburg,Munchen,Koln,Frankfurt,Stuttgart,Dusseldorf,Dortmund,Essen,Bremen,Dresden,Leipzig,Hannover,Nurnberg,Duisburg,Bochum,Wuppertal,Bonn,Bielefeld,Mannheim,Karlsruhe,Munster,Wiesbaden,Augsburg,Aachen,Monchengladbach,Gelsenkirchen,Braunschweig,Chemnitz,Kiel,Krefeld,Halle,Magdeburg,Freiburg,Oberhausen,Lubeck,Erfurt,Rostock,Mainz,Kassel,Hagen,Hamm,Saarbrucken,Mulheim,Herne,Ludwigshafen,Osnabruck,Oldenburg,Leverkusen,Solingen,Potsdam,Neuss,Heidelberg,Paderborn,Darmstadt,Regensburg,Wurzburg,Ingolstadt,Heilbronn,Ulm,Wolfsburg,Gottingen,Offenbach,Pforzheim,Recklinghausen,Bottrop,Furth,Bremerhaven,Reutlingen,Remscheid,Koblenz,Bergisch_Gladbach,Erlangen,Moers,Trier,Jena,Siegen,Hildesheim,Salzgitter,Cottbus,St_Augustine,Baden_Baden,Basel_Switzerland
Leipzig,190 km: 1 hour 58 mins,396 km: 3 hours 38 mins,430 km: 3 hours 55 mins,497 km: 4 hours 28 mins,395 km: 3 hours 36 mins,477 km: 4 hours 25 mins,485 km: 4 hours 24 mins,416 km: 3 hours 43 mins,450 km: 4 hours 7 mins,372 km: 3 hours 21 mins,121 km: 1 hour 18 mins,NULL,264 km: 2 hours 31 mins,283 km: 2 hours 45 mins,470 km: 4 hours 20 mins,436 km: 3 hours 57 mins,453 km: 4 hours 1 min,496 km: 4 hours 37 mins,370 km: 3 hours 25 mins,469 km: 4 hours 13 mins,524 km: 4 hours 45 mins,454 km: 4 hours 2 mins,416 km: 3 hours 43 mins,433 km: 4 hours 6 mins,559 km: 5 hours 5 mins,509 km: 4 hours 42 mins,448 km: 4 hours 6 mins,207 km: 2 hours 0 mins,85.3 km: 57 mins,491 km: 4 hours 26 mins,485 km: 4 hours 34 mins,43.6 km: 36 mins,128 km: 1 hour 16 mins,655 km: 5 hours 55 mins,478 km: 4 hours 12 mins,462 km: 4 hours 12 mins,147 km: 1 hour 32 mins,380 km: 3 hours 27 mins,420 km: 3 hours 52 mins,254 km: 2 hours 21 mins,428 km: 3 hours 48 mins,402 km: 3 hours 41 mins,569 km: 5 hours 9 mins,459 km: 4 hours 15 mins,436 km: 3 hours 56 mins,470 km: 4 hours 14 mins,395 km: 3 hours 43 mins,415 km: 3 hours 47 mins,482 km: 4 hours 12 mins,467 km: 4 hours 14 mins,168 km: 1 hour 35 mins,487 km: 4 hours 26 mins,474 km: 4 hours 15 mins,344 km: 3 hours 7 mins,418 km: 3 hours 47 mins,342 km: 3 hours 10 mins,328 km: 2 hours 59 mins,355 km: 3 hours 14 mins,437 km: 4 hours 0 mins,467 km: 4 hours 12 mins,205 km: 1 hour 55 mins,228 km: 2 hours 4 mins,398 km: 3 hours 37 mins,507 km: 4 hours 36 mins,444 km: 4 hours 0 mins,462 km: 4 hours 10 mins,299 km: 2 hours 48 mins,426 km: 3 hours 48 mins,520 km: 4 hours 43 mins,459 km: 4 hours 4 mins,450 km: 4 hours 13 mins,483 km: 4 hours 26 mins,288 km: 2 hours 40 mins,478 km: 4 hours 26 mins,565 km: 5 hours 18 mins,104 km: 1 hour 3 mins,420 km: 3 hours 53 mins,238 km: 2 hours 20 mins,205 km: 2 hours 0 mins,241 km: 2 hours 17 mins,487 km: 4 hours 31 mins,559 km: 5 hours 0 mins,713 km: 6 hours 26 mins
Hannover,285 km: 2 hours 48 mins,151 km: 1 hour 36 mins,632 km: 5 hours 48 mins,293 km: 2 hours 45 mins,352 km: 3 hours 22 mins,512 km: 4 hours 55 mins,281 km: 2 hours 42 mins,212 km: 2 hours 2 mins,251 km: 2 hours 24 mins,127 km: 1 hour 19 mins,372 km: 3 hours 25 mins,263 km: 2 hours 30 mins,NULL,464 km: 4 hours 25 mins,266 km: 2 hours 26 mins,236 km: 2 hours 14 mins,248 km: 2 hours 19 mins,316 km: 2 hours 57 mins,112 km: 1 hour 13 mins,427 km: 4 hours 0 mins,482 km: 4 hours 31 mins,191 km: 2 hours 1 min,373 km: 3 hours 30 mins,601 km: 5 hours 35 mins,355 km: 3 hours 23 mins,305 km: 3 hours 0 mins,237 km: 2 hours 14 mins,66.1 km: 49 mins,358 km: 3 hours 20 mins,247 km: 2 hours 23 mins,291 km: 2 hours 42 mins,221 km: 2 hours 11 mins,146 km: 1 hour 26 mins,612 km: 5 hours 41 mins,259 km: 2 hours 19 mins,211 km: 2 hours 13 mins,218 km: 2 hours 55 mins,325 km: 3 hours 5 mins,378 km: 3 hours 39 mins,166 km: 1 hour 46 mins,224 km: 2 hours 6 mins,183 km: 1 hour 46 mins,527 km: 4 hours 55 mins,260 km: 2 hours 31 mins,231 km: 2 hours 7 mins,428 km: 4 hours 1 min,137 km: 1 hour 32 mins,170 km: 1 hour 45 mins,277 km: 2 hours 30 mins,263 km: 2 hours 32 mins,264 km: 2 hours 26 mins,282 km: 2 hours 44 mins,431 km: 4 hours 2 mins,147 km: 1 hour 29 mins,375 km: 3 hours 34 mins,570 km: 5 hours 10 mins,365 km: 3 hours 26 mins,557 km: 5 hours 7 mins,471 km: 4 hours 30 mins,553 km: 5 hours 3 mins,87.7 km: 58 mins,123 km: 1 hour 20 mins,355 km: 3 hours 24 mins,502 km: 4 hours 43 mins,225 km: 2 hours 8 mins,244 km: 2 hours 18 mins,457 km: 4 hours 18 mins,181 km: 1 hour 46 mins,554 km: 5 hours 13 mins,255 km: 2 hours 22 mins,397 km: 3 hours 38 mins,279 km: 2 hours 44 mins,447 km: 4 hours 10 mins,275 km: 2 hours 33 mins,477 km: 4 hours 32 mins,332 km: 3 hours 3 mins,297 km: 2 hours 47 mins,37.0 km: 32 mins,64.3 km: 45 mins,378 km: 3 hours 25 mins,314 km: 2 hours 55 mins,517 km: 4 hours 46 mins,671 km: 6 hours 13 mins
Nurnberg,440 km: 4 hours 13 mins,608 km: 5 hours 42 mins,170 km: 1 hour 43 mins,406 km: 3 hours 53 mins,224 km: 2 hours 16 mins,211 km: 2 hours 10 mins,448 km: 4 hours 18 mins,436 km: 4 hours 7 mins,465 km: 4 hours 28 mins,584 km: 5 hours 24 mins,323 km: 3 hours 3 mins,285 km: 2 hours 44 mins,465 km: 4 hours 28 mins,NULL,465 km: 4 hours 22 mins,449 km: 4 hours 16 mins,448 km: 4 hours 15 mins,390 km: 3 hours 42 mins,428 km: 4 hours 1 min,241 km: 2 hours 21 mins,253 km: 2 hours 29 mins,492 km: 4 hours 37 mins,255 km: 2 hours 29 mins,146 km: 1 hour 53 mins,475 km: 4 hours 31 mins,469 km: 4 hours 27 mins,468 km: 4 hours 26 mins,458 km: 4 hours 16 mins,242 km: 2 hours 21 mins,703 km: 6 hours 29 mins,469 km: 4 hours 29 mins,295 km: 2 hours 51 mins,379 km: 3 hours 31 mins,383 km: 3 hours 39 mins,469 km: 4 hours 21 mins,667 km: 6 hours 19 mins,228 km: 2 hours 19 mins,631 km: 5 hours 42 mins,266 km: 2 hours 36 mins,308 km: 3 hours 2 mins,421 km: 3 hours 58 mins,445 km: 4 hours 18 mins,371 km: 3 hours 31 mins,458 km: 4 hours 23 mins,455 km: 4 hours 16 mins,243 km: 2 hours 22 mins,475 km: 4 hours 44 mins,594 km: 5 hours 46 mins,414 km: 3 hours 52 mins,432 km: 4 hours 10 mins,419 km: 3 hours 50 mins,452 km: 4 hours 18 mins,226 km: 2 hours 12 mins,388 km: 3 hours 44 mins,229 km: 2 hours 24 mins,115 km: 1 hour 18 mins,109 km: 1 hour 12 mins,94.5 km: 1 hour 2 mins,170 km: 1 hour 44 mins,200 km: 1 hour 56 mins,456 km: 4 hours 10 mins,347 km: 3 hours 22 mins,217 km: 2 hours 11 mins,241 km: 2 hours 20 mins,465 km: 4 hours 24 mins,477 km: 4 hours 32 mins,8.5 km: 15 mins,637 km: 5 hours 52 mins,253 km: 2 hours 28 mins,439 km: 4 hours 10 mins,343 km: 3 hours 18 mins,411 km: 3 hours 59 mins,21.6 km: 22 mins,473 km: 4 hours 28 mins,418 km: 3 hours 58 mins,227 km: 2 hours 14 mins,348 km: 3 hours 21 mins,435 km: 4 hours 10 mins,430 km: 4 hours 5 mins,442 km: 4 hours 2 mins,380 km: 3 hours 36 mins,288 km: 2 hours 44 mins,442 km: 4 hours 11 mins
Duisburg,548 km: 4 hours 56 mins,378 km: 3 hours 29 mins,634 km: 5 hours 43 mins,71.7 km: 48 mins,250 km: 2 hours 23 mins,426 km: 4 hours 0 mins,28.8 km: 28 mins,58.3 km: 46 mins,23.0 km: 21 mins,267 km: 2 hours 31 mins,576 km: 5 hours 18 mins,472 km: 4 hours 23 mins,267 km: 2 hours 25 mins,466 km: 4 hours 20 mins,NULL,39.2 km: 33 mins,56.3 km: 38 mins,94.5 km: 1 hour 0 mins,168 km: 1 hour 33 mins,306 km: 2 hours 52 mins,361 km: 3 hours 22 mins,102 km: 1 hour 3 mins,234 km: 2 hours 11 mins,582 km: 5 hours 27 mins,114 km: 1 hour 14 mins,52.7 km: 39 mins,31.9 km: 25 mins,329 km: 2 hours 57 mins,534 km: 4 hours 58 mins,463 km: 4 hours 10 mins,26.6 km: 22 mins,434 km: 4 hours 7 mins,409 km: 3 hours 34 mins,492 km: 4 hours 32 mins,14.3 km: 11 mins,438 km: 4 hours 6 mins,403 km: 3 hours 54 mins,552 km: 4 hours 58 mins,239 km: 2 hours 20 mins,221 km: 2 hours 17 mins,84.1 km: 55 mins,97.6 km: 1 hour 2 mins,327 km: 3 hours 11 mins,17.4 km: 20 mins,42.5 km: 30 mins,308 km: 2 hours 52 mins,154 km: 1 hour 33 mins,256 km: 2 hours 24 mins,56.2 km: 33 mins,53.4 km: 40 mins,527 km: 4 hours 33 mins,43.2 km: 32 mins,311 km: 2 hours 53 mins,157 km: 1 hour 47 mins,259 km: 2 hours 28 mins,568 km: 5 hours 11 mins,361 km: 3 hours 19 mins,559 km: 5 hours 2 mins,374 km: 3 hours 27 mins,510 km: 4 hours 43 mins,351 km: 3 hours 6 mins,268 km: 2 hours 42 mins,257 km: 2 hours 25 mins,382 km: 3 hours 34 mins,48.5 km: 34 mins,23.8 km: 24 mins,459 km: 4 hours 13 mins,330 km: 3 hours 6 mins,456 km: 4 hours 14 mins,62.2 km: 49 mins,176 km: 1 hour 41 mins,67.1 km: 52 mins,454 km: 4 hours 7 mins,10.1 km: 12 mins,255 km: 2 hours 35 mins,445 km: 4 hours 13 mins,151 km: 1 hour 28 mins,310 km: 2 hours 46 mins,337 km: 3 hours 0 mins,641 km: 5 hours 32 mins,92.9 km: 58 mins,397 km: 3 hours 37 mins,551 km: 5 hours 4 mins
Bochum,516 km: 4 hours 43 mins,352 km: 3 hours 16 mins,618 km: 5 hours 38 mins,82.0 km: 58 mins,236 km: 2 hours 21 mins,430 km: 4 hours 6 mins,51.6 km: 45 mins,21.7 km: 22 mins,18.3 km: 21 mins,241 km: 2 hours 19 mins,540 km: 4 hours 54 mins,435 km: 3 hours 59 mins,235 km: 2 hours 11 mins,449 km: 4 hours 15 mins,38.2 km: 33 mins,NULL,37.0 km: 30 mins,105 km: 1 hour 9 mins,136 km: 1 hour 19 mins,310 km: 2 hours 58 mins,365 km: 3 hours 30 mins,75.6 km: 51 mins,244 km: 2 hours 20 mins,587 km: 5 hours 25 mins,144 km: 1 hour 35 mins,78.0 km: 1 hour 1 min,16.6 km: 23 mins,297 km: 2 hours 44 mins,497 km: 4 hours 34 mins,437 km: 3 hours 58 mins,53.3 km: 47 mins,397 km: 3 hours 44 mins,376 km: 3 hours 21 mins,496 km: 4 hours 40 mins,37.1 km: 29 mins,412 km: 3 hours 54 mins,366 km: 3 hours 30 mins,526 km: 4 hours 46 mins,249 km: 2 hours 29 mins,185 km: 1 hour 53 mins,37.2 km: 31 mins,65.4 km: 49 mins,337 km: 3 hours 21 mins,27.4 km: 28 mins,7.6 km: 13 mins,311 km: 2 hours 59 mins,128 km: 1 hour 20 mins,230 km: 2 hours 12 mins,66.4 km: 42 mins,51.5 km: 43 mins,495 km: 4 hours 20 mins,57.0 km: 54 mins,315 km: 3 hours 0 mins,121 km: 1 hour 23 mins,258 km: 2 hours 32 mins,552 km: 5 hours 6 mins,344 km: 3 hours 14 mins,543 km: 4 hours 57 mins,378 km: 3 hours 34 mins,513 km: 4 hours 51 mins,319 km: 2 hours 53 mins,232 km: 2 hours 18 mins,238 km: 2 hours 22 mins,386 km: 3 hours 41 mins,16.9 km: 21 mins,29.0 km: 29 mins,443 km: 4 hours 8 mins,304 km: 2 hours 54 mins,460 km: 4 hours 21 mins,43.9 km: 34 mins,186 km: 1 hour 50 mins,67.8 km: 56 mins,438 km: 4 hours 2 mins,46.6 km: 40 mins,266 km: 2 hours 45 mins,409 km: 3 hours 49 mins,110 km: 1 hour 12 mins,278 km: 2 hours 33 mins,305 km: 2 hours 47 mins,608 km: 5 hours 19 mins,103 km: 1 hour 7 mins,400 km: 3 hours 45 mins,554 km: 5 hours 11 mins
Wuppertal,527 km: 4 hours 48 mins,380 km: 3 hours 30 mins,615 km: 5 hours 35 mins,52.8 km: 40 mins,231 km: 2 hours 15 mins,407 km: 3 hours 52 mins,35.5 km: 32 mins,48.1 km: 36 mins,36.1 km: 35 mins,269 km: 2 hours 32 mins,556 km: 4 hours 59 mins,452 km: 4 hours 4 mins,246 km: 2 hours 17 mins,447 km: 4 hours 12 mins,52.8 km: 36 mins,36.2 km: 31 mins,NULL,75.6 km: 51 mins,147 km: 1 hour 25 mins,287 km: 2 hours 44 mins,343 km: 3 hours 14 mins,103 km: 1 hour 5 mins,215 km: 2 hours 3 mins,563 km: 5 hours 19 mins,113 km: 1 hour 15 mins,59.5 km: 50 mins,54.0 km: 40 mins,308 km: 2 hours 49 mins,514 km: 4 hours 39 mins,464 km: 4 hours 11 mins,56.5 km: 43 mins,413 km: 3 hours 48 mins,388 km: 3 hours 26 mins,473 km: 4 hours 24 mins,56.7 km: 35 mins,439 km: 4 hours 7 mins,382 km: 3 hours 35 mins,553 km: 4 hours 59 mins,220 km: 2 hours 12 mins,201 km: 1 hour 58 mins,30.7 km: 26 mins,76.8 km: 54 mins,308 km: 3 hours 3 mins,45.4 km: 37 mins,41.8 km: 31 mins,289 km: 2 hours 44 mins,156 km: 1 hour 34 mins,258 km: 2 hours 26 mins,37.2 km: 25 mins,19.6 km: 24 mins,506 km: 4 hours 25 mins,36.7 km: 33 mins,292 km: 2 hours 45 mins,137 km: 1 hour 28 mins,240 km: 2 hours 20 mins,549 km: 5 hours 3 mins,342 km: 3 hours 11 mins,540 km: 4 hours 54 mins,355 km: 3 hours 19 mins,491 km: 4 hours 35 mins,330 km: 2 hours 58 mins,248 km: 2 hours 23 mins,238 km: 2 hours 17 mins,363 km: 3 hours 26 mins,51.1 km: 38 mins,63.2 km: 46 mins,440 km: 4 hours 5 mins,332 km: 3 hours 8 mins,437 km: 4 hours 6 mins,12.5 km: 22 mins,157 km: 1 hour 32 mins,48.1 km: 44 mins,436 km: 3 hours 59 mins,61.2 km: 42 mins,236 km: 2 hours 27 mins,425 km: 3 hours 54 mins,121 km: 1 hour 17 mins,289 km: 2 hours 38 mins,317 km: 2 hours 52 mins,620 km: 5 hours 24 mins,74.0 km: 50 mins,378 km: 3 hours 29 mins,532 km: 4 hours 56 mins
Bonn,599 km: 5 hours 27 mins,451 km: 4 hours 9 mins,558 km: 5 hours 5 mins,29.6 km: 29 mins,173 km: 1 hour 45 mins,345 km: 3 hours 19 mins,76.0 km: 55 mins,120 km: 1 hour 15 mins,97.3 km: 1 hour 7 mins,340 km: 3 hours 11 mins,574 km: 5 hours 17 mins,498 km: 4 hours 40 mins,318 km: 2 hours 56 mins,389 km: 3 hours 42 mins,97.1 km: 1 hour 1 min,108 km: 1 hour 11 mins,80.4 km: 54 mins,NULL,219 km: 2 hours 4 mins,217 km: 2 hours 5 mins,273 km: 2 hours 36 mins,174 km: 1 hour 44 mins,158 km: 1 hour 33 mins,500 km: 4 hours 46 mins,92.0 km: 1 hour 2 mins,85.4 km: 59 mins,119 km: 1 hour 15 mins,380 km: 3 hours 28 mins,501 km: 4 hours 40 mins,536 km: 4 hours 50 mins,91.9 km: 1 hour 2 mins,485 km: 4 hours 27 mins,459 km: 4 hours 5 mins,411 km: 3 hours 51 mins,101 km: 1 hour 1 min,511 km: 4 hours 46 mins,364 km: 3 hours 32 mins,625 km: 5 hours 38 mins,167 km: 1 hour 39 mins,272 km: 2 hours 37 mins,102 km: 1 hour 5 mins,148 km: 1 hour 33 mins,233 km: 2 hours 21 mins,89.7 km: 1 hour 3 mins,114 km: 1 hour 11 mins,218 km: 2 hours 6 mins,227 km: 2 hours 13 mins,330 km: 3 hours 4 mins,45.7 km: 31 mins,64.5 km: 50 mins,578 km: 5 hours 4 mins,71.7 km: 51 mins,234 km: 2 hours 15 mins,209 km: 2 hours 7 mins,182 km: 1 hour 50 mins,492 km: 4 hours 33 mins,284 km: 2 hours 41 mins,483 km: 4 hours 24 mins,293 km: 2 hours 46 mins,428 km: 4 hours 2 mins,401 km: 3 hours 37 mins,319 km: 3 hours 2 mins,180 km: 1 hour 47 mins,301 km: 2 hours 53 mins,123 km: 1 hour 18 mins,110 km: 1 hour 14 mins,383 km: 3 hours 35 mins,404 km: 3 hours 47 mins,375 km: 3 hours 33 mins,71.5 km: 50 mins,82.3 km: 56 mins,42.8 km: 39 mins,378 km: 3 hours 29 mins,105 km: 1 hour 8 mins,162 km: 1 hour 45 mins,406 km: 3 hours 51 mins,118 km: 1 hour 12 mins,361 km: 3 hours 17 mins,388 km: 3 hours 31 mins,691 km: 6 hours 3 mins,8.4 km: 14 mins,315 km: 2 hours 56 mins,469 km: 4 hours 23 mins
Bielefeld,394 km: 3 hours 43 mins,253 km: 2 hours 28 mins,598 km: 5 hours 25 mins,193 km: 1 hour 53 mins,318 km: 2 hours 59 mins,477 km: 4 hours 32 mins,181 km: 1 hour 49 mins,113 km: 1 hour 9 mins,151 km: 1 hour 31 mins,183 km: 2 hours 0 mins,480 km: 4 hours 19 mins,371 km: 3 hours 25 mins,112 km: 1 hour 11 mins,429 km: 4 hours 2 mins,167 km: 1 hour 34 mins,137 km: 1 hour 21 mins,149 km: 1 hour 26 mins,216 km: 2 hours 4 mins,NULL,392 km: 3 hours 36 mins,447 km: 4 hours 8 mins,132 km: 1 hour 17 mins,339 km: 3 hours 6 mins,567 km: 5 hours 11 mins,255 km: 2 hours 30 mins,205 km: 2 hours 7 mins,137 km: 1 hour 21 mins,175 km: 1 hour 44 mins,449 km: 4 hours 2 mins,348 km: 3 hours 15 mins,192 km: 1 hour 50 mins,330 km: 3 hours 5 mins,254 km: 2 hours 21 mins,578 km: 5 hours 18 mins,159 km: 1 hour 27 mins,312 km: 3 hours 5 mins,317 km: 2 hours 58 mins,427 km: 3 hours 57 mins,343 km: 3 hours 15 mins,136 km: 1 hour 22 mins,124 km: 1 hour 13 mins,83.1 km: 53 mins,448 km: 4 hours 16 mins,160 km: 1 hour 39 mins,131 km: 1 hour 14 mins,393 km: 3 hours 37 mins,53.7 km: 51 mins,173 km: 1 hour 53 mins,178 km: 1 hour 37 mins,163 km: 1 hour 39 mins,372 km: 3 hours 20 mins,183 km: 1 hour 51 mins,397 km: 3 hours 38 mins,47.4 km: 36 mins,341 km: 3 hours 10 mins,532 km: 4 hours 53 mins,330 km: 3 hours 3 mins,522 km: 4 hours 44 mins,437 km: 4 hours 6 mins,518 km: 4 hours 40 mins,196 km: 1 hour 53 mins,183 km: 1 hour 46 mins,321 km: 3 hours 0 mins,468 km: 4 hours 19 mins,126 km: 1 hour 15 mins,144 km: 1 hour 25 mins,422 km: 3 hours 55 mins,247 km: 2 hours 35 mins,519 km: 4 hours 50 mins,155 km: 1 hour 29 mins,297 km: 2 hours 45 mins,179 km: 1 hour 51 mins,412 km: 3 hours 46 mins,175 km: 1 hour 40 mins,377 km: 3 hours 40 mins,360 km: 3 hours 17 mins,197 km: 1 hour 55 mins,156 km: 1 hour 33 mins,183 km: 1 hour 47 mins,486 km: 4 hours 19 mins,214 km: 2 hours 2 mins,482 km: 4 hours 23 mins,636 km: 5 hours 49 mins
Mannheim,620 km: 5 hours 41 mins,566 km: 5 hours 12 mins,357 km: 3 hours 30 mins,242 km: 2 hours 23 mins,83.0 km: 57 mins,132 km: 1 hour 25 mins,286 km: 2 hours 45 mins,293 km: 2 hours 48 mins,301 km: 2 hours 58 mins,513 km: 4 hours 45 mins,541 km: 4 hours 50 mins,465 km: 4 hours 12 mins,424 km: 3 hours 59 mins,241 km: 2 hours 17 mins,301 km: 2 hours 52 mins,306 km: 2 hours 57 mins,284 km: 2 hours 45 mins,218 km: 2 hours 6 mins,386 km: 3 hours 32 mins,NULL,67.8 km: 47 mins,348 km: 3 hours 18 mins,87.7 km: 57 mins,288 km: 2 hours 52 mins,288 km: 2 hours 45 mins,281 km: 2 hours 41 mins,322 km: 3 hours 5 mins,409 km: 3 hours 51 mins,465 km: 4 hours 10 mins,661 km: 6 hours 0 mins,302 km: 2 hours 53 mins,471 km: 4 hours 18 mins,496 km: 4 hours 33 mins,198 km: 1 hour 57 mins,305 km: 2 hours 51 mins,625 km: 5 hours 50 mins,331 km: 3 hours 5 mins,740 km: 6 hours 42 mins,86.0 km: 53 mins,266 km: 2 hours 33 mins,278 km: 2 hours 39 mins,322 km: 3 hours 7 mins,134 km: 1 hour 21 mins,294 km: 2 hours 53 mins,312 km: 2 hours 57 mins,2.7 km: 4 mins,401 km: 3 hours 47 mins,503 km: 4 hours 38 mins,250 km: 2 hours 22 mins,268 km: 2 hours 40 mins,599 km: 5 hours 18 mins,282 km: 2 hours 42 mins,19.1 km: 19 mins,346 km: 3 hours 15 mins,53.0 km: 41 mins,330 km: 3 hours 4 mins,178 km: 1 hour 42 mins,309 km: 2 hours 49 mins,80.4 km: 52 mins,216 km: 2 hours 8 mins,437 km: 4 hours 4 mins,305 km: 2 hours 52 mins,85.9 km: 58 mins,88.3 km: 59 mins,321 km: 3 hours 5 mins,314 km: 3 hours 4 mins,246 km: 2 hours 20 mins,577 km: 5 hours 20 mins,162 km: 1 hour 39 mins,275 km: 2 hours 40 mins,148 km: 1 hour 30 mins,247 km: 2 hours 29 mins,266 km: 2 hours 27 mins,309 km: 2 hours 58 mins,181 km: 1 hour 48 mins,373 km: 3 hours 24 mins,204 km: 2 hours 2 mins,393 km: 3 hours 41 mins,388 km: 3 hours 36 mins,661 km: 5 hours 48 mins,216 km: 2 hours 6 mins,103 km: 1 hour 2 mins,257 km: 2 hours 29 mins
Karlsruhe,675 km: 6 hours 11 mins,627 km: 5 hours 45 mins,299 km: 3 hours 2 mins,301 km: 2 hours 55 mins,144 km: 1 hour 29 mins,80.9 km: 59 mins,343 km: 3 hours 17 mins,354 km: 3 hours 20 mins,362 km: 3 hours 30 mins,574 km: 5 hours 17 mins,558 km: 5 hours 1 min,520 km: 4 hours 42 mins,484 km: 4 hours 31 mins,253 km: 2 hours 26 mins,362 km: 3 hours 24 mins,367 km: 3 hours 29 mins,345 km: 3 hours 17 mins,276 km: 2 hours 38 mins,447 km: 4 hours 4 mins,70.1 km: 49 mins,NULL,409 km: 3 hours 50 mins,149 km: 1 hour 29 mins,230 km: 2 hours 23 mins,345 km: 3 hours 17 mins,338 km: 3 hours 12 mins,383 km: 3 hours 38 mins,470 km: 4 hours 24 mins,477 km: 4 hours 19 mins,722 km: 6 hours 32 mins,359 km: 3 hours 24 mins,530 km: 4 hours 49 mins,556 km: 5 hours 5 mins,135 km: 1 hour 24 mins,366 km: 3 hours 23 mins,686 km: 6 hours 22 mins,391 km: 3 hours 37 mins,800 km: 7 hours 14 mins,143 km: 1 hour 24 mins,327 km: 3 hours 5 mins,339 km: 3 hours 11 mins,383 km: 3 hours 39 mins,143 km: 1 hour 39 mins,354 km: 3 hours 25 mins,373 km: 3 hours 29 mins,69.8 km: 51 mins,461 km: 4 hours 19 mins,564 km: 5 hours 10 mins,310 km: 2 hours 54 mins,329 km: 3 hours 12 mins,654 km: 5 hours 48 mins,339 km: 3 hours 13 mins,54.9 km: 40 mins,407 km: 3 hours 47 mins,114 km: 1 hour 13 mins,342 km: 3 hours 13 mins,190 km: 1 hour 51 mins,321 km: 2 hours 58 mins,92.6 km: 1 hour 1 min,158 km: 1 hour 40 mins,498 km: 4 hours 36 mins,366 km: 3 hours 25 mins,147 km: 1 hour 30 mins,30.5 km: 30 mins,382 km: 3 hours 37 mins,375 km: 3 hours 36 mins,258 km: 2 hours 29 mins,638 km: 5 hours 52 mins,105 km: 1 hour 11 mins,336 km: 3 hours 12 mins,205 km: 2 hours 2 mins,308 km: 3 hours 1 min,278 km: 2 hours 36 mins,370 km: 3 hours 30 mins,210 km: 2 hours 16 mins,434 km: 3 hours 56 mins,265 km: 2 hours 34 mins,454 km: 4 hours 13 mins,449 km: 4 hours 8 mins,677 km: 5 hours 59 mins,277 km: 2 hours 38 mins,39.7 km: 29 mins,194 km: 1 hour 56 mins
